Date/Time,COL,NG,NUC,OTH,SUN,WAT,WND
2019-08-25 18:00:00-05:00,13083,39846,4984,117,1505,132,5096
2019-08-25 19:00:00-05:00,12987,39150,4983,114,1212,109,5866
2019-08-25 20:00:00-05:00,12801,36891,4984,101,407,72,7341
2019-08-25 21:00:00-05:00,12397,33949,4984,80,6,70,10037
2019-08-25 22:00:00-05:00,10601,31118,4984,78,0,47,12633
2019-08-25 23:00:00-05:00,8257,28450,4985,79,0,47,14135
2019-08-26 00:00:00-05:00,7157,25263,4985,78,0,9,14477
2019-08-26 01:00:00-05:00,6750,23178,4986,79,0,7,14310
2019-08-26 02:00:00-05:00,6524,20990,4987,77,0,7,14622
2019-08-26 03:00:00-05:00,6403,19817,4987,77,0,7,14526
2019-08-26 04:00:00-05:00,6386,18988,4987,78,0,7,14408
2019-08-26 05:00:00-05:00,6383,19346,4988,77,0,7,14185
2019-08-26 06:00:00-05:00,6641,21044,4988,78,0,7,13951
2019-08-26 07:00:00-05:00,6858,23880,4989,79,0,7,13312
2019-08-26 08:00:00-05:00,6995,24664,4989,80,44,43,12646
2019-08-26 09:00:00-05:00,7251,27075,4988,78,716,81,10933
2019-08-26 10:00:00-05:00,7826,29598,4989,80,1492,90,10634
2019-08-26 11:00:00-05:00,9352,31359,4989,83,1639,90,10867
2019-08-26 12:00:00-05:00,11725,33899,4989,105,1673,90,9861
2019-08-26 13:00:00-05:00,12493,37993,4990,115,1661,150,8759
2019-08-26 14:00:00-05:00,12771,41631,4989,113,1628,149,8219
2019-08-26 15:00:00-05:00,12859,43774,4987,114,1590,138,8567
2019-08-26 16:00:00-05:00,12802,44351,4986,116,1500,131,9157
2019-08-26 17:00:00-05:00,12845,44671,4985,119,1476,132,9296
2019-08-26 18:00:00-05:00,12779,44290,4984,123,1494,133,9689
2019-08-26 19:00:00-05:00,12665,42417,4984,119,1197,108,11160
2019-08-26 20:00:00-05:00,12713,39557,4984,111,375,70,12565
2019-08-26 21:00:00-05:00,12655,36102,4984,104,5,69,14984
2019-08-26 22:00:00-05:00,12352,32016,4985,86,0,44,16576
2019-08-26 23:00:00-05:00,10641,29357,4986,81,0,44,16780
2019-08-27 00:00:00-05:00,8652,26964,4986,78,0,44,16646
2019-08-27 01:00:00-05:00,7479,25011,4986,82,0,8,16039
2019-08-27 02:00:00-05:00,6657,23735,4986,78,0,5,15543
2019-08-27 03:00:00-05:00,6550,22453,4987,78,0,5,15003
2019-08-27 04:00:00-05:00,6710,22307,4987,77,0,5,13663
2019-08-27 05:00:00-05:00,6738,22588,4988,78,0,4,13000
2019-08-27 06:00:00-05:00,6873,23755,4989,79,0,3,12951
2019-08-27 07:00:00-05:00,7054,25523,4990,79,0,3,12316
2019-08-27 08:00:00-05:00,7312,25991,4990,80,18,82,11271
2019-08-27 09:00:00-05:00,7559,26467,4990,79,265,156,10676
2019-08-27 10:00:00-05:00,7606,27123,4991,79,842,110,11327
2019-08-27 11:00:00-05:00,7791,27599,4990,79,1342,86,12147
2019-08-27 12:00:00-05:00,8477,28897,4990,80,1475,86,11622
2019-08-27 13:00:00-05:00,8708,30413,4989,82,1470,111,11826
2019-08-27 14:00:00-05:00,9180,32174,4988,81,1425,68,11596
2019-08-27 15:00:00-05:00,9429,33197,4987,79,1384,92,11291
2019-08-27 16:00:00-05:00,9483,33215,4986,80,1392,92,11189
2019-08-27 17:00:00-05:00,9895,33865,4985,86,1251,93,10309
2019-08-27 18:00:00-05:00,10403,33470,4984,79,1094,93,10086
2019-08-27 19:00:00-05:00,10535,32771,4984,83,734,69,10181
2019-08-27 20:00:00-05:00,11173,32073,4984,85,150,69,9434
2019-08-27 21:00:00-05:00,11374,32776,4986,79,1,68,7936
2019-08-27 22:00:00-05:00,10963,31845,4989,79,0,43,7075
2019-08-27 23:00:00-05:00,10000,29222,4991,78,0,43,7104
2019-08-28 00:00:00-05:00,8913,26891,4991,78,0,5,6959
2019-08-28 01:00:00-05:00,7907,25632,4992,81,0,4,6654
2019-08-28 02:00:00-05:00,7289,24841,4991,80,0,28,6024
2019-08-28 03:00:00-05:00,7071,24339,4992,82,0,5,5232
2019-08-28 04:00:00-05:00,7292,24505,4992,80,0,4,4141
2019-08-28 05:00:00-05:00,7375,24902,4991,80,0,4,3512
2019-08-28 06:00:00-05:00,8208,25875,4992,82,0,4,3237
2019-08-28 07:00:00-05:00,10253,26744,4993,83,0,4,2848
2019-08-28 08:00:00-05:00,11272,27015,4994,79,9,40,2439
2019-08-28 09:00:00-05:00,12212,28003,4994,80,177,107,2067
2019-08-28 10:00:00-05:00,12599,29639,4993,77,807,111,2302
2019-08-28 11:00:00-05:00,12724,32023,4983,79,1248,112,2493
2019-08-28 12:00:00-05:00,13122,36078,4982,92,1157,112,1551
2019-08-28 13:00:00-05:00,13060,39156,4979,111,1242,69,1474
2019-08-28 14:00:00-05:00,13143,41076,4979,122,1389,69,1998
2019-08-28 15:00:00-05:00,13147,42236,4980,118,1454,69,3040
2019-08-28 16:00:00-05:00,13117,43131,4980,113,1533,91,3461
2019-08-28 17:00:00-05:00,13040,43161,4979,109,1404,94,3920
2019-08-28 18:00:00-05:00,12930,40795,4979,108,1329,73,5246
2019-08-28 19:00:00-05:00,12832,38095,4979,110,1013,49,6522
2019-08-28 20:00:00-05:00,12776,36569,4979,111,281,45,6662
2019-08-28 21:00:00-05:00,12554,35321,4979,95,1,45,6951
2019-08-28 22:00:00-05:00,11906,31927,4981,77,0,45,8063
2019-08-28 23:00:00-05:00,9823,29294,4981,77,0,44,8819
2019-08-29 00:00:00-05:00,8000,26439,4984,78,0,7,9461
2019-08-29 01:00:00-05:00,6940,23417,4987,77,0,5,10265
2019-08-29 02:00:00-05:00,6523,21211,4986,77,0,30,10503
2019-08-29 03:00:00-05:00,6430,20279,4983,77,0,6,10003
2019-08-29 04:00:00-05:00,6335,20098,4983,77,0,5,9247
2019-08-29 05:00:00-05:00,6330,20225,4983,78,0,5,9068
2019-08-29 06:00:00-05:00,6388,21301,4981,80,0,5,9266
2019-08-29 07:00:00-05:00,6799,23299,4980,76,0,5,9408
2019-08-29 08:00:00-05:00,7200,23520,4981,77,33,42,9569
2019-08-29 09:00:00-05:00,8033,25756,4982,79,608,113,7566
2019-08-29 10:00:00-05:00,9749,27827,4981,79,1367,113,6572
2019-08-29 11:00:00-05:00,11066,29941,4977,85,1600,113,6844
2019-08-29 12:00:00-05:00,12270,32647,4979,101,1642,112,6995
2019-08-29 13:00:00-05:00,12672,36983,4978,108,1671,78,5581
2019-08-29 14:00:00-05:00,13098,40221,4976,112,1667,69,5095
2019-08-29 15:00:00-05:00,13100,42320,4970,112,1641,69,5736
2019-08-29 16:00:00-05:00,13110,43467,4967,123,1598,93,6195
2019-08-29 17:00:00-05:00,13101,43677,4968,118,1576,94,6640
2019-08-29 18:00:00-05:00,13045,42244,4976,109,1473,70,7709
2019-08-29 19:00:00-05:00,13029,39837,4976,110,1089,46,8887
2019-08-29 20:00:00-05:00,12944,37214,4976,109,284,45,9767
2019-08-29 21:00:00-05:00,12892,35174,4978,94,1,45,10642
2019-08-29 22:00:00-05:00,12091,31372,4980,79,0,45,12421
2019-08-29 23:00:00-05:00,10528,28510,4981,77,0,44,12886
2019-08-30 00:00:00-05:00,8475,25577,4983,77,0,7,13775
2019-08-30 01:00:00-05:00,7438,23210,4983,79,0,5,13404
2019-08-30 02:00:00-05:00,6883,21594,4984,78,0,29,13084
2019-08-30 03:00:00-05:00,6560,20894,4985,78,0,6,12152
2019-08-30 04:00:00-05:00,6575,21003,4986,78,0,5,10618
2019-08-30 05:00:00-05:00,6745,21546,4987,78,0,5,9654
2019-08-30 06:00:00-05:00,7270,22835,4988,79,0,5,8935
2019-08-30 07:00:00-05:00,8117,24606,4989,78,0,40,8290
2019-08-30 08:00:00-05:00,8184,25119,4989,78,20,42,8127
2019-08-30 09:00:00-05:00,9077,26140,4990,84,510,111,7232
2019-08-30 10:00:00-05:00,10713,28064,4991,85,1355,112,6054
2019-08-30 11:00:00-05:00,11763,31010,4990,85,1571,113,5435
2019-08-30 12:00:00-05:00,12529,34284,4990,93,1606,112,4973
2019-08-30 13:00:00-05:00,12750,37171,4990,107,1552,69,4748
2019-08-30 14:00:00-05:00,13052,38576,4987,116,1548,69,5621
2019-08-30 15:00:00-05:00,12973,37918,4985,114,1423,69,6326
2019-08-30 16:00:00-05:00,12602,36288,4983,121,1442,95,7400
2019-08-30 17:00:00-05:00,12473,35583,4978,115,1066,95,7579
2019-08-30 18:00:00-05:00,11712,34405,4979,117,834,70,8231
2019-08-30 19:00:00-05:00,10699,32447,4980,116,420,45,9335
2019-08-30 20:00:00-05:00,10092,30693,4980,79,140,44,9923
2019-08-30 21:00:00-05:00,9987,29912,4980,17,3,44,9885
2019-08-30 22:00:00-05:00,8442,28554,4980,13,0,44,10757
2019-08-30 23:00:00-05:00,7430,26191,4981,14,0,43,11578
2019-08-31 00:00:00-05:00,6743,23790,4981,16,0,6,11584
2019-08-31 01:00:00-05:00,6544,21572,4981,14,0,4,11045
2019-08-31 02:00:00-05:00,6451,21342,4981,14,0,28,9099
2019-08-31 03:00:00-05:00,6470,21057,4981,15,0,5,7674
2019-08-31 04:00:00-05:00,6516,21252,4981,13,0,4,6090
2019-08-31 05:00:00-05:00,6516,21388,4981,13,0,4,5247
2019-08-31 06:00:00-05:00,6544,22013,4981,14,0,4,4541
2019-08-31 07:00:00-05:00,6519,22927,4982,13,0,4,3880
2019-08-31 08:00:00-05:00,6600,23741,4983,15,36,41,3346
2019-08-31 09:00:00-05:00,7380,25800,4984,13,651,111,2129
2019-08-31 10:00:00-05:00,8215,27966,4985,15,1426,112,1575
2019-08-31 11:00:00-05:00,9482,29983,4985,15,1622,112,1469
2019-08-31 12:00:00-05:00,11429,31616,4984,14,1663,112,1068
2019-08-31 13:00:00-05:00,11879,33927,4983,21,1596,112,1145
2019-08-31 14:00:00-05:00,12130,35965,4980,18,1588,69,1239
2019-08-31 15:00:00-05:00,12378,37356,4977,21,1474,69,1432
2019-08-31 16:00:00-05:00,12392,37438,4975,16,1388,93,2491
2019-08-31 17:00:00-05:00,12323,37043,4972,19,1332,94,3499
2019-08-31 18:00:00-05:00,12056,36639,4970,14,1122,70,4109
2019-08-31 19:00:00-05:00,11616,35054,4969,16,813,47,5224
2019-08-31 20:00:00-05:00,11132,32825,4968,17,210,44,6228
2019-08-31 21:00:00-05:00,10896,31951,4968,17,2,44,6112
2019-08-31 22:00:00-05:00,9992,30261,4968,15,0,44,6737
2019-08-31 23:00:00-05:00,8192,28687,4969,14,0,44,7408
2019-09-01 00:00:00-05:00,7062,26781,4970,14,0,6,7527
2019-09-01 01:00:00-05:00,6589,24572,4972,15,0,4,7455
2019-09-01 02:00:00-05:00,5802,23214,4972,14,0,29,7344
2019-09-01 03:00:00-05:00,5354,22401,4973,14,0,6,6518
2019-09-01 04:00:00-05:00,5306,22137,4974,13,0,4,5603
2019-09-01 05:00:00-05:00,5369,22533,4975,13,0,4,4651
2019-09-01 06:00:00-05:00,5408,22783,4976,15,0,4,4168
2019-09-01 07:00:00-05:00,5838,23576,4977,15,0,4,2868
2019-09-01 08:00:00-05:00,6035,24360,4978,16,21,40,1891
2019-09-01 09:00:00-05:00,7218,26195,4979,14,572,74,917
2019-09-01 10:00:00-05:00,9136,28413,4980,17,1332,112,289
2019-09-01 11:00:00-05:00,10452,31537,4980,15,1518,112,271
2019-09-01 12:00:00-05:00,11190,34845,4980,17,1629,111,251
2019-09-01 13:00:00-05:00,11502,37392,4980,15,1625,76,498
2019-09-01 14:00:00-05:00,11531,39957,4979,17,1476,69,859
2019-09-01 15:00:00-05:00,11602,42026,4979,19,1312,70,1209
2019-09-01 16:00:00-05:00,11627,42784,4978,20,1182,93,1895
2019-09-01 17:00:00-05:00,11606,41992,4977,20,1169,94,3402
2019-09-01 18:00:00-05:00,11571,41087,4976,17,1051,69,4192
2019-09-01 19:00:00-05:00,11581,39080,4975,18,377,45,5226
2019-09-01 20:00:00-05:00,11631,36369,4976,16,95,44,5457
2019-09-01 21:00:00-05:00,11392,34547,4976,13,2,44,5716
2019-09-01 22:00:00-05:00,10662,31624,4977,14,0,44,6977
2019-09-01 23:00:00-05:00,9368,28951,4978,14,0,44,7840
2019-09-02 00:00:00-05:00,7910,27554,4979,14,0,6,7252
2019-09-02 01:00:00-05:00,7027,25881,4979,15,0,4,6358
2019-09-02 02:00:00-05:00,6352,25144,4980,14,0,30,5360
2019-09-02 03:00:00-05:00,5777,24426,4980,14,0,5,4931
2019-09-02 04:00:00-05:00,5634,23861,4980,14,0,5,4243
2019-09-02 05:00:00-05:00,5626,23808,4980,15,0,5,3767
2019-09-02 06:00:00-05:00,5669,24144,4981,15,0,5,3485
2019-09-02 07:00:00-05:00,5800,24454,4982,16,0,5,3101
2019-09-02 08:00:00-05:00,5885,24484,4982,15,37,41,2794
2019-09-02 09:00:00-05:00,6661,26409,4983,16,673,76,1960
2019-09-02 10:00:00-05:00,8890,28605,4982,18,1475,114,1082
2019-09-02 11:00:00-05:00,10573,31804,4982,15,1615,114,1162
2019-09-02 12:00:00-05:00,11343,35364,4982,16,1620,114,1347
2019-09-02 13:00:00-05:00,11766,38536,4981,15,1610,114,1642
2019-09-02 14:00:00-05:00,11874,40758,4981,15,1608,71,2095
2019-09-02 15:00:00-05:00,11871,42162,4981,19,1540,72,2874
2019-09-02 16:00:00-05:00,11903,43225,4980,20,1547,97,3204
2019-09-02 17:00:00-05:00,11924,43730,4979,16,1505,97,3581
2019-09-02 18:00:00-05:00,11855,43168,4978,15,1474,71,4114
2019-09-02 19:00:00-05:00,11809,41061,4978,15,1135,45,5167
2019-09-02 20:00:00-05:00,11895,38142,4977,19,294,45,6313
2019-09-02 21:00:00-05:00,11949,36199,4979,18,1,45,6662
2019-09-02 22:00:00-05:00,11198,32462,4981,15,0,44,7838
2019-09-02 23:00:00-05:00,9302,29200,4983,16,0,44,8651
2019-09-03 00:00:00-05:00,7780,26123,4983,16,0,7,8900
2019-09-03 01:00:00-05:00,6583,24015,4982,17,0,5,8705
2019-09-03 02:00:00-05:00,5863,23039,4981,15,0,30,7964
2019-09-03 03:00:00-05:00,5698,22188,4981,15,0,6,7397
2019-09-03 04:00:00-05:00,5688,21505,4982,15,0,5,7090
2019-09-03 05:00:00-05:00,5886,21290,4981,16,0,5,6921
2019-09-03 06:00:00-05:00,6059,22711,4982,15,0,5,6664
2019-09-03 07:00:00-05:00,6515,24919,4983,16,0,5,6393
2019-09-03 08:00:00-05:00,6978,25675,4983,15,34,40,6134
2019-09-03 09:00:00-05:00,7555,27271,4983,17,637,75,5102
2019-09-03 10:00:00-05:00,9665,29891,4983,19,1460,113,3114
2019-09-03 11:00:00-05:00,11647,31604,4984,20,1638,114,3682
2019-09-03 12:00:00-05:00,12585,34687,4984,18,1658,113,3095
2019-09-03 13:00:00-05:00,12990,38209,4982,25,1621,114,2563
2019-09-03 14:00:00-05:00,13107,41265,4981,66,1562,107,2658
2019-09-03 15:00:00-05:00,13160,43582,4980,89,1500,110,2529
2019-09-03 16:00:00-05:00,13152,44925,4980,120,1436,135,2330
2019-09-03 17:00:00-05:00,13072,45451,4979,126,1391,135,2653
2019-09-03 18:00:00-05:00,12977,44277,4979,126,1397,108,3449
2019-09-03 19:00:00-05:00,12995,42349,4979,121,1041,82,4014
2019-09-03 20:00:00-05:00,13030,39958,4980,119,285,46,4817
2019-09-03 21:00:00-05:00,12988,37052,4980,98,1,46,6495
2019-09-03 22:00:00-05:00,11624,32636,4979,87,0,46,8842
2019-09-03 23:00:00-05:00,9398,29333,4981,88,0,45,10012
2019-09-04 00:00:00-05:00,7920,26202,4981,87,0,8,10309
2019-09-04 01:00:00-05:00,6905,24479,4982,89,0,6,10120
2019-09-04 02:00:00-05:00,6132,23644,4983,87,0,6,9286
2019-09-04 03:00:00-05:00,5961,23161,4984,87,0,6,8211
2019-09-04 04:00:00-05:00,5949,23044,4985,88,0,6,7297
2019-09-04 05:00:00-05:00,6036,23615,4985,89,0,6,6377
2019-09-04 06:00:00-05:00,6419,25211,4985,90,0,6,5833
2019-09-04 07:00:00-05:00,7510,26733,4985,90,0,41,5215
2019-09-04 08:00:00-05:00,7858,27395,4986,87,28,72,4782
2019-09-04 09:00:00-05:00,8765,28441,4986,87,610,109,4034
2019-09-04 10:00:00-05:00,10247,30682,4986,87,1426,89,3300
2019-09-04 11:00:00-05:00,11225,32921,4985,86,1628,89,3885
2019-09-04 12:00:00-05:00,11943,35445,4985,98,1582,90,4119
2019-09-04 13:00:00-05:00,12365,37094,4984,117,1356,115,5138
2019-09-04 14:00:00-05:00,12599,39125,4983,117,1444,67,5665
2019-09-04 15:00:00-05:00,12759,40635,4984,132,1284,93,5908
2019-09-04 16:00:00-05:00,12976,41489,4982,138,1382,95,5860
2019-09-04 17:00:00-05:00,12973,42260,4983,135,1320,94,5784
2019-09-04 18:00:00-05:00,12859,42307,4983,131,1201,93,5646
2019-09-04 19:00:00-05:00,12766,41121,4983,118,815,66,5714
2019-09-04 20:00:00-05:00,12756,38802,4983,116,204,83,6210
2019-09-04 21:00:00-05:00,12646,36457,4989,98,1,65,7237
2019-09-04 22:00:00-05:00,11907,32536,4990,85,0,40,8328
2019-09-04 23:00:00-05:00,9706,29622,4985,85,0,39,9016
2019-09-05 00:00:00-05:00,7445,27157,4985,84,0,2,9366
2019-09-05 01:00:00-05:00,6691,24315,4986,85,0,0,9197
2019-09-05 02:00:00-05:00,6526,22164,4986,85,0,0,8910
2019-09-05 03:00:00-05:00,6407,21087,4987,85,0,0,8131
2019-09-05 04:00:00-05:00,6370,20963,4987,85,0,0,7125
2019-09-05 05:00:00-05:00,6319,20979,4988,85,0,0,6858
2019-09-05 06:00:00-05:00,6462,22338,4988,85,0,0,6743
2019-09-05 07:00:00-05:00,6556,25056,4989,85,0,0,6345
2019-09-05 08:00:00-05:00,6606,26098,4990,85,27,80,5604
2019-09-05 09:00:00-05:00,7086,27855,4990,87,594,128,4390
2019-09-05 10:00:00-05:00,8727,30236,4989,85,1385,130,3314
2019-09-05 11:00:00-05:00,10517,31794,4988,86,1536,87,4165
2019-09-05 12:00:00-05:00,11978,34585,4988,102,1565,87,3965
2019-09-05 13:00:00-05:00,12304,39256,4986,118,1431,111,2510
2019-09-05 14:00:00-05:00,12678,41860,4984,119,1375,70,2427
2019-09-05 15:00:00-05:00,12934,43488,4981,122,1459,97,2525
2019-09-05 16:00:00-05:00,12965,44487,4978,140,1532,99,2343
2019-09-05 17:00:00-05:00,13078,45306,4978,135,1397,99,2099
2019-09-05 18:00:00-05:00,13018,45022,4977,134,1345,98,2209
2019-09-05 19:00:00-05:00,12965,43655,4978,124,985,68,2622
2019-09-05 20:00:00-05:00,12997,41855,4978,119,244,64,2833
2019-09-05 21:00:00-05:00,12867,39174,4979,106,0,64,3938
2019-09-05 22:00:00-05:00,12306,34932,4979,86,0,39,5506
2019-09-05 23:00:00-05:00,10862,30727,4981,87,0,39,6988
2019-09-06 00:00:00-05:00,8220,28565,4981,85,0,39,7474
2019-09-06 01:00:00-05:00,6790,26105,4982,86,0,2,7779
2019-09-06 02:00:00-05:00,6530,23895,4983,85,0,0,7654
2019-09-06 03:00:00-05:00,6499,22211,4983,86,0,0,7524
2019-09-06 04:00:00-05:00,6386,22377,4984,85,0,0,6304
2019-09-06 05:00:00-05:00,6391,23034,4985,86,0,0,5312
2019-09-06 06:00:00-05:00,6394,24824,4986,89,0,0,4787
2019-09-06 07:00:00-05:00,6754,27684,4986,87,0,0,4356
2019-09-06 08:00:00-05:00,7121,28151,4987,86,28,83,4056
2019-09-06 09:00:00-05:00,7911,29152,4987,87,486,141,3519
2019-09-06 10:00:00-05:00,10157,31063,4988,89,1189,103,2472
2019-09-06 11:00:00-05:00,11731,33943,4985,90,1364,83,2353
2019-09-06 12:00:00-05:00,12519,37457,4987,102,1598,82,2034
2019-09-06 13:00:00-05:00,12862,41333,4985,121,1363,109,1185
2019-09-06 14:00:00-05:00,12983,44152,4984,130,1383,108,1187
2019-09-06 15:00:00-05:00,12974,46226,4980,121,1266,90,1191
2019-09-06 16:00:00-05:00,12906,46750,4973,131,1394,91,1245
2019-09-06 17:00:00-05:00,12972,46697,4967,131,1397,92,1591
2019-09-06 18:00:00-05:00,13004,46425,4966,130,1200,92,1728
2019-09-06 19:00:00-05:00,13003,44882,4967,121,877,66,2122
2019-09-06 20:00:00-05:00,13064,41803,4968,117,207,65,2972
2019-09-06 21:00:00-05:00,12965,38520,4970,114,0,65,4103
2019-09-06 22:00:00-05:00,12599,34101,4971,97,0,39,5730
2019-09-06 23:00:00-05:00,11528,30389,4973,84,0,39,7057
2019-09-07 00:00:00-05:00,9946,27399,4975,87,0,39,7739
2019-09-07 01:00:00-05:00,8572,25704,4976,88,0,2,8088
2019-09-07 02:00:00-05:00,7506,24241,4978,84,0,0,7915
2019-09-07 03:00:00-05:00,6851,23360,4979,83,0,0,7340
2019-09-07 04:00:00-05:00,6635,22809,4980,83,0,0,6456
2019-09-07 05:00:00-05:00,6562,22390,4981,84,0,0,5910
2019-09-07 06:00:00-05:00,6583,22566,4982,84,0,0,5612
2019-09-07 07:00:00-05:00,6601,22889,4983,84,0,34,5369
2019-09-07 08:00:00-05:00,6720,23507,4983,85,24,43,5062
2019-09-07 09:00:00-05:00,7717,25382,4984,87,597,44,4173
2019-09-07 10:00:00-05:00,9900,27892,4984,85,1404,83,3109
2019-09-07 11:00:00-05:00,11029,30267,4984,86,1486,83,4053
2019-09-07 12:00:00-05:00,12368,33639,4984,102,1601,83,3421
2019-09-07 13:00:00-05:00,13047,36865,4983,120,1540,104,3426
2019-09-07 14:00:00-05:00,13127,39299,4982,118,1559,74,4095
2019-09-07 15:00:00-05:00,13162,41112,4979,120,1453,92,4557
2019-09-07 16:00:00-05:00,13201,42128,4976,121,1421,92,5037
2019-09-07 17:00:00-05:00,13139,42545,4972,112,1384,92,5403
2019-09-07 18:00:00-05:00,13062,41491,4970,91,1292,92,5910
2019-09-07 19:00:00-05:00,13074,39524,4967,87,908,67,6639
2019-09-07 20:00:00-05:00,13045,36630,4966,83,162,66,7383
2019-09-07 21:00:00-05:00,12158,33917,4968,56,0,66,8679
2019-09-07 22:00:00-05:00,11281,30032,4970,19,0,40,10374
2019-09-07 23:00:00-05:00,11010,26077,4970,12,0,39,11330
2019-09-08 00:00:00-05:00,9969,22939,4971,14,0,2,12099
2019-09-08 01:00:00-05:00,8466,20787,4973,14,0,0,12685
2019-09-08 02:00:00-05:00,7334,18984,4975,16,0,0,12893
2019-09-08 03:00:00-05:00,6417,18182,4975,13,0,0,12460
2019-09-08 04:00:00-05:00,6020,17234,4975,14,0,0,12138
2019-09-08 05:00:00-05:00,6006,16431,4976,17,0,0,11911
2019-09-08 06:00:00-05:00,5996,16427,4977,16,0,0,11445
2019-09-08 07:00:00-05:00,5989,16397,4978,14,0,43,11158
2019-09-08 08:00:00-05:00,6011,16878,4978,20,11,44,10661
2019-09-08 09:00:00-05:00,6605,20581,4979,18,415,46,8741
2019-09-08 10:00:00-05:00,8375,22405,4978,16,1115,83,8617
2019-09-08 11:00:00-05:00,9256,24250,4978,17,1478,83,9892
2019-09-08 12:00:00-05:00,11092,27012,4977,18,1509,84,9462
2019-09-08 13:00:00-05:00,11858,29667,4975,19,1574,109,10003
2019-09-08 14:00:00-05:00,12454,32132,4974,20,1598,75,10264
2019-09-08 15:00:00-05:00,12830,34188,4972,24,1497,92,10487
2019-09-08 16:00:00-05:00,12901,35073,4970,25,1435,93,11219
2019-09-08 17:00:00-05:00,12814,35113,4969,28,1314,94,12177
2019-09-08 18:00:00-05:00,12760,34410,4970,17,1205,92,12904
2019-09-08 19:00:00-05:00,12650,32713,4971,18,491,66,13747
2019-09-08 20:00:00-05:00,12589,31076,4972,19,52,66,13387
2019-09-08 21:00:00-05:00,11857,29733,4974,18,0,65,13691
2019-09-08 22:00:00-05:00,11011,26665,4977,18,0,40,14758
2019-09-08 23:00:00-05:00,9971,23478,4977,21,0,40,14756
2019-09-09 00:00:00-05:00,8109,21262,4978,18,0,3,14455
2019-09-09 01:00:00-05:00,7187,19858,4979,20,0,1,13326
2019-09-09 02:00:00-05:00,7004,18736,4979,19,0,1,12289
2019-09-09 03:00:00-05:00,6408,17963,4980,18,0,1,12112
2019-09-09 04:00:00-05:00,6229,16952,4980,18,0,1,12490
2019-09-09 05:00:00-05:00,6324,17745,4981,17,0,1,11795
2019-09-09 06:00:00-05:00,7346,19452,4980,22,0,36,10314
2019-09-09 07:00:00-05:00,8169,21406,4981,24,0,44,9792
2019-09-09 08:00:00-05:00,8934,21921,4982,23,18,44,9131
2019-09-09 09:00:00-05:00,9921,22152,4982,20,270,45,9086
2019-09-09 10:00:00-05:00,10174,22401,4983,21,484,84,11476
2019-09-09 11:00:00-05:00,10041,24538,4983,22,755,135,12812
2019-09-09 12:00:00-05:00,10714,26880,4983,23,976,137,13325
2019-09-09 13:00:00-05:00,11165,28986,4982,27,1143,136,14013
2019-09-09 14:00:00-05:00,11878,31589,4982,37,954,101,13852
2019-09-09 15:00:00-05:00,12344,33067,4981,36,932,93,14103
2019-09-09 16:00:00-05:00,12657,34433,4981,35,978,93,13875
2019-09-09 17:00:00-05:00,12633,34993,4980,29,726,93,13772
2019-09-09 18:00:00-05:00,12606,34908,4980,29,465,95,12896
2019-09-09 19:00:00-05:00,12641,33381,4980,29,205,95,12794
2019-09-09 20:00:00-05:00,12675,32576,4981,29,41,94,11486
2019-09-09 21:00:00-05:00,12028,31834,4987,26,0,91,11401
2019-09-09 22:00:00-05:00,11273,28202,4983,25,0,42,12629
2019-09-09 23:00:00-05:00,10826,24555,4983,27,0,41,12489
2019-09-10 00:00:00-05:00,9966,21622,4982,28,0,4,12229
2019-09-10 01:00:00-05:00,8747,19986,4982,28,0,2,12032
2019-09-10 02:00:00-05:00,7657,18782,4983,25,0,2,12031
2019-09-10 03:00:00-05:00,7183,18248,4984,26,0,2,11411
2019-09-10 04:00:00-05:00,7074,18077,4985,25,0,2,10727
2019-09-10 05:00:00-05:00,7144,18278,4985,25,0,37,10277
2019-09-10 06:00:00-05:00,8093,19566,4987,27,0,37,9717
2019-09-10 07:00:00-05:00,9680,20712,4989,28,0,45,9478
2019-09-10 08:00:00-05:00,9298,21601,4990,24,8,47,9576
2019-09-10 09:00:00-05:00,9584,22306,4991,24,174,71,9643
2019-09-10 10:00:00-05:00,9414,22356,4990,24,496,74,12974
2019-09-10 11:00:00-05:00,9721,23857,4990,25,672,110,14912
2019-09-10 12:00:00-05:00,10841,25974,4989,26,817,110,14889
2019-09-10 13:00:00-05:00,11597,28359,4987,23,1114,135,14488
2019-09-10 14:00:00-05:00,12034,30172,4987,23,1191,135,14358
2019-09-10 15:00:00-05:00,12524,31481,4986,23,1283,93,13482
2019-09-10 16:00:00-05:00,12684,33240,4985,29,1148,93,12702
2019-09-10 17:00:00-05:00,12737,34513,4986,31,1089,93,11995
2019-09-10 18:00:00-05:00,12669,32709,4985,33,769,93,12566
2019-09-10 19:00:00-05:00,12736,29986,4985,29,352,92,13014
2019-09-10 20:00:00-05:00,12628,28908,4985,22,76,92,12135
2019-09-10 21:00:00-05:00,12547,27840,4986,21,0,91,12227
2019-09-10 22:00:00-05:00,11032,24833,4987,23,0,40,14003
2019-09-10 23:00:00-05:00,9136,21832,4988,23,0,40,14880
2019-09-11 00:00:00-05:00,7983,19068,4989,22,0,3,15089
2019-09-11 01:00:00-05:00,7679,17436,4989,29,0,1,13690
2019-09-11 02:00:00-05:00,7014,16499,4989,24,0,27,13105
2019-09-11 03:00:00-05:00,6716,15722,4990,27,0,1,12838
2019-09-11 04:00:00-05:00,6679,15220,4991,22,0,1,12643
